text,emotion
Really ? !,surprise
"Hey , you know what ?",neutral
"Since you have such a great sense of what I need , uh ooh , here is ... here is 60 bucks , why do not you take Phoebe down to that Colonial flea market of yours and get me some stuff .",neutral
"You know what ? I do not , I do not think Phoebe really wants to come .",neutral
No ! I do want to !,joy
"Oh , she does want to .",joy
She does want to .,joy
Yeah !,joy
"Yeah , I am sorry man . You wanna go watch ?",neutral
Yeah !,joy
"Dude , you have got to turn on Behind the Music .",neutral
Let go watch it at your place .,neutral
"Chandler , Chandler , you know what we should do ? You and I should go out and get some new sunglasses .",joy
"What ? No , I want to watch this ... Did your cable go out ?",surprise
"No , that is VH ... 1 .",neutral
"Joey , why is your cable out ?",sadness
"I uh , oh ! Because , uh , I have not really paid the bill",sadness
"If you need money , will you please ... please just let me loan you some money ?",neutral
"No , Chandler .",neutral
"Look , forget about it , okay ?",anger
"Look , I know things have been a little tight since Janine moved out .",sadness
"Oh , was she hot .",surprise
Whoa ho .,joy
I know !,neutral
"Yeah , but , look I can handle it .",neutral
All right ?,neutral
"Look , I can listen to the radio , huh ?",neutral
And Ross gave me this great book,neutral
Sure .,neutral
Paid your phone bill ?,neutral
Not so much .,neutral
"Oh , I want to look too ! . Yikes !",surprise
"So do you think that these pictures ... Are , are they trying to tell a story ?",neutral
"Oh , yeah , sure .",neutral
"I mean , like in the case of this young woman , she has lost her clothes , so she rides naked on the horse , she is crying out , Where are they , where are they ?",neutral
"Well , she is not going to find them lying in the grass like that .",neutral
"Oh , yeah . Aw , remember the days when you used to go out to the barn , lift up your shirt , and bend over ?",joy
Yeah .,neutral
"You see , now , I would date this girl .",neutral
"She is cute , she is outdoorsy , you know , and she knows how to build a fire .",neutral
"I mean , that is got to come in handy",neutral
"Okay , I have got a question . If you had to pick one of us to date , who would it be ?",neutral
I do not know .,neutral
Me neither .,neutral
Rachel .,neutral
What ? !,surprise
I do not know . Me neither .,neutral
"Oh , hey , Gunther , check this out .",neutral
"Yeah , that ... that Chandler cracks me up .",joy
"Hey Ross , listen , you want anything to drink , cause I am heading up there .",neutral
"Uh , yeah , I will take a coffee . Thanks , man .",neutral
Sure . Coffee ? Cause I am going up there .,neutral
No .,neutral
"No , thank you .",neutral
"You guys need anything , cause I am heading up there .",neutral
I would love an ice water .,neutral
You got it .,neutral
"Joey , what are you doing ?",surprise
Just being friendly .,joy
"Joey , honey , I do not think you are supposed to go back there .",surprise
"Nah , it is okay . Right , Gunther ?",neutral
Do not wink at me . And put on your apron .,anger
"Okay , but I do not see you asking any other paying customers to put on aprons .",anger
"Joey , do you work here ?",surprise
No .,disgust
"Hey , waiter .",neutral
Yeah ?,neutral
"Yeah , and I am okay with being a pushover .",neutral
That is great . Good for you guys .,joy
I am not high maintenance !,anger
I am not a pushover !,anger
Who said you were ?,surprise
You did !,anger
"Oh , I am flaky . I will say anything .",neutral
""" Happy birthday to you ! """,joy
You are paying for that .,neutral
What ? No ... no it is her birthday !,surprise
You have sung Happy Birthday to 20 different women today !,surprise
But it really,neutral
You are no longer authorized to distribute birthday muffins .,neutral
Damnit !,anger
Rach ? Hi !,joy
Hi !,joy
Did you tell your sister to ask me out ?,neutral
"Well , yeah .",neutral
Oh wow !,surprise
"I mean , wow !",surprise
"I mean , I ... I ... I think she is cute but I ... I would never have thought of going out with her , never !",neutral
Really ? !,surprise
"Yeah but after you said it was okay , I figured , "" Why not ? ! """,joy
Oh so ... so not really never .,neutral
I have to say you are a much bigger person than I am .,neutral
"I mean after all we have been through , I just ... you know I wish I had a brother to reciprocate .",neutral
"Hey , if you ever want to go out with Monica , you have my blessing .",neutral
"Oh ... ho , and mine !",joy
Why are not you home yet ? !,anger
Is someone there ?,surprise
"Oh yes , it is me ! Sorry !",neutral
What are you doing here ?,neutral
"Uh , I am just , I am just looking out your window . At ... at the view . What are you guys doing ?",neutral
We got some Vap ... O ... Rub in some places .,neutral
"Oh , he brought her back to his apartment .",sadness
Who ? Is that your sister ?,surprise
"Ugh , she is a slut !",disgust
"God , Ross is on a date with your sister ! How weird is that ? !",disgust
"Oh my God , look ... look he is taking off her clothes !",surprise
He is taking off her coat !,disgust
"Oh , this is just terrible .",sadness
"Oh no it is not , no it is not . It is a first date . I am sure that nothing is gonna ...",neutral
"Ho ... oh , he is gonna get some !",joy
Of the glare from the streetlight out of his apartment .,neutral
"You know so umm , he is closed the drapes there so he can have a nice , pleasant conversation with your little sister .",neutral
"Well , I am off to bed !",fear
No I am not .,neutral
You are making one right now !,anger
And ... and you’re using my name !,anger
"Yeah , can I help you with something ?",neutral
"Look , I am talking right now ! You are ... you mean her .",anger
"You know , twin stuff is always a real big seller .",neutral
What ? !,surprise
"Yeah , I can talk them into giving you like , 30 dollars .",neutral
No ! !,disgust
And stop using my name !,anger
And shame on you !,disgust
And shame on all of you !,disgust
You are disgusting !,disgust
Especially you with that !,disgust
"All right , I am leaving !",anger
Because I am not going to spend one more day with someone whose out to sabotage my every move .,anger
"That is you , Rachel !",anger
"Yeah , I got that .",neutral
"And you ! I throw myself at you and you say no , how gay are you ?",disgust
You take care Jill .,neutral
"Okay , see you !",joy
Bye ... bye,joy
"I ... I can not believe Jill gone . I can not help it , I opened a gate .",sadness
She is not crazy is she ?,surprise
No .,neutral
"So uh , how you doing ?",joy
"So honey , this morning was fun , huh ? Me hopping in on you in the shower there .",joy
Yeah ! And maybe someday we could get a place with two bathrooms .,neutral
"Look Carol umm , I was , I was thinking maybe uh , maybe we can spice things up a little .",neutral
What do you mean ?,joy
"Carol , our sex life is ... it is just not ...",sadness
Dad !,joy
"Hey there , little fella !",joy
"Hey , uh ... hey , why do not we get some shoes on you , huh ?",neutral
"Hey , why do not you show dad how you can put your shoes on , in your room !",joy
Yay !,joy
Yay !,joy
Yay !,joy
"Seriously , our sex life ...",neutral
"I was thinking , maybe I do not know , we could try some ... some new things , you know , for fun ?",neutral
Like what ?,surprise
"Well , I do not know . Um ...",neutral
What if we were to tie each other up ?,joy
"Umm , some people eat stuff off one another .",joy
Yeah .,neutral
"Umm , you know we ... we could try dirty talk ?",neutral
"Umm , we could , we could have a threesome .",neutral
I love that idea !,joy
"Oh Mon , listen I have to ask !",neutral
"Okay , Joey Tribbiani invited me back to his apartment , now does he do this with a lot of girls ?",neutral
"Yeah , a lot . A lot , a lot !",neutral
"Ohh ! And I am one of them ! ! Wow ! Oh , I just cannot believe this ! I mean , Joey Tribbiani !",surprise
"Well , you know it is none of my business , but are not you married ?",neutral
Yeah . Oh I just wish we could not be married for a little bit ! You know I just wish we could be like on a break !,anger
"Good ... bye and God speed , Hope Brady .",neutral
Not so fast Wesley !,anger
Ramoray !,anger
"That is right Wesley ! I just stopped by to say that , you are not a real doctor ! And that woman brain , is fine !",anger
Oh ! Thank God !,joy
Hope ! Hope !,joy
Drake !,joy
"You are not dying Hope , you are gonna live a long , healthy life . With me .",joy
Oh Drake .,joy
Okay !,neutral
Here we go !,neutral
Okay !,neutral
"Hi , Joey !",joy
It is Rachel !,joy
"Umm , I am free tomorrow night .",neutral
"Yeah , sure , sure I can bring some sandwiches .",neutral
Okay to come in ?,neutral
"Yeah , come on , eat , whatever you want . Dr . Roger got beeped again .",sadness
"Yeah I know , guess who beeped him ?",neutral
What ? !,surprise
I am the ruptured spleen .,sadness
Why would you do that ?,surprise
Because you should not be with him . You should be with me .,neutral
Really ?,surprise
"When you were talking about Roger , that was killing me !",sadness
"Look , things like last night they do not just happen .",neutral
Or at least not to me .,neutral
"Or with the other two women , in the morning you know I was just lying there and I could not wait to just go hang out with my friends , but with you I always you know with a friend .",neutral
Chandler !,surprise
"I know you probably do not want to go out with me , you know because I make too many jokes and I have never been in a serious relationship and I guess I am not technically a "" doctor ... """,sadness
"There was just one woman , was not there ?",neutral
"No , there were two .",joy
Including me ?,surprise
Oh yeah .,joy
"Hi uh , I am Joey Tribbiani and with all do respect I would like to donate some fluids .",joy
"We are actually at the end of one of our research cycles , so we are not looking for applicants right now .",neutral
"Oh that is too bad . I have kinda been saving up . Uh , are you sure there is no studies I can participate in ?",sadness
"Well , here is a schedule of what coming up .",neutral
Thanks . Well but this one starts now .,neutral
"Oh that one is available now , but only identical twins are eligible . It is a twins study .",neutral
But it is $ 2000 .,surprise
Sorry .,sadness
Well how about this one ? Testing the effects of Joey Tribbiani on attractive nurse receptionists .,joy
"We already got the results back on that on , and they are not good .",joy
Hey .,neutral
Chandler . I sensed it was you .,neutral
What ? !,surprise
Unagi . I am always aware .,neutral
"Okay , are you aware unagi is an eel ?",neutral
What up ?,neutral
I can not figure out what to make Monica .,sadness
"Oh , why do not you make her one of your little jokes .",neutral
I am going crazy ! Okay ? Do you have any thing around here that looks homemade ?,anger
You know what ?,neutral
She would ... she would love this .,neutral
"Uh , it is an exact replica of Apollo 8 .",neutral
I made it in the sixth grade .,neutral
"Yeah , I guess I could use that . I could say that your love sends me to the moon .",joy
"Yeah ... yeah , except Apollo 8 did not actually land on the moon .",neutral
"But you ... you ... you could write that umm , your love lets me orbit the moon twice and return safely .",neutral
"Wait a minute , I can not give this to her .",neutral
Why not ?,neutral
"Because it says "" Captain Ross "" on the side and "" I hate Monica "" on the bottom .",neutral
"All right Carl , we are next . Now remember , what is not gonna be ?",neutral
Another Minute Maid fiasco .,neutral
That is right ! And what are you not gonna do ?,neutral
"Well , I am not gonna talk because",neutral
Yes that is right .,neutral
Why ?,surprise
"I tired attacking two women , did not work .",anger
What ? !,surprise
"No , I mean it is okay , I mean , they are ... they are my friends .",neutral
"In fact , I ... I ... I was married to one of them .",neutral
"Let me get this straight man , you attacked your ex ... wife ? !",surprise
"Oh , no !",surprise
No ... no !,surprise
"No , I tired !",neutral
But I could not .,neutral
That is why I am here .,neutral
Maybe we could attack them together ?,neutral
That ... that is a no .,neutral
"I am so , so , so , so sorry !",sadness
Uh ... huh .,disgust
"And I will cook anything you want in here , and do anything in there !",joy
"Yeah you will ! And , are you kidding me ? !",anger
"Come on Monica , it is our Valentine Day . Please ? Please ... please , please ?",sadness
Okay .,neutral
Okay .,neutral
"So , are we going in there ?",neutral
I am ! !,joy
"Ah ... ha , nowhere to run !",joy
I do not like sitting up here . I am gonna go over ...,anger
No Rachel ! They got here first !,anger
Why is Ross doing that ?,surprise
Danger !,anger
Oh my God ! Why is he jumping on those women !,surprise
"All right , well why do not I go out with an ex ... boyfriend and do Joey a favor ? !",anger
"Hey , you wanna do Joey a favor , maybe you go out with Joey .",joy
"Now , this is last minute so I want to apologize for the mess . Okay ?",joy
Oh my God ! It sure did not look this way when I lived here .,surprise
I know !,surprise
"Now look , there is only one problem though .",neutral
"There is only room for one , so I guess one of you will have to stay at Joey .",neutral
"Well , since the fire was kinda my fault I guess you should get to stay here .",sadness
"Hey ! Hey ... hey , now this was no one fault Pheebs . Okay ? It was an accident .",neutral
"Well no , it was my fault so you should get the nice room .",neutral
Okay !,joy
So Rach !,joy
You are the first guest at Hotel Monica !,joy
"Umm , you will just have to tell me how you like your eggs in the morning .",neutral
"And I thought I would bring them to you , you know , in bed .",neutral
"Oh , you have been through so much .",sadness
I have .,sadness
Now there you go ! I would not want my best guest to strain her eyes !,joy
Thanks Monica !,joy
Does that smell bother you ?,disgust
"What the smell from Joey ? No , I can hardly smell it over here .",surprise
"Well you let me know if you can , because you know I can bake a pie to cover it .",joy
"I can smell it a little , bake the pie .",disgust
Okay !,joy
Okay .,neutral
"Hello ? Oh yes , one minute please . It is for you . It is the fire inspector .",neutral
Oh ! Hello ? Yeah this is Phoebe . Really ? !,surprise
"Yeah , so it turns out that it was not the hair straightener that started the fire .",neutral
"No ... no , it was the candles .",neutral
It is very not good leaving candles unattended .,neutral
"In fact , one of the first things they teach you in fire school is ... Uhh ... Uhh ... Okay .",neutral
"Well , I have to go now .",neutral
"Well , not really .",neutral
"I mean technically it is ... it is not against the rules or anything , but it is frowned upon .",neutral
"Especially by that professor we ran into last night , Judgey von Holierthanthou .",anger
"Well Ross , you be careful now . You do not want to get a reputation as you know Professor McNails ... his ... students .",joy
Yeah . What ... what should I do ?,fear
"Well Ross , it seems pretty clear .",neutral
I mean what more important ?,neutral
"What people think or how you feel , huh ?",neutral
"Ross , you gotta follow your heart .",neutral
Joey that is so sweet .,joy
Hey .,neutral
"Hey ... hey ... hey ! So , how did it go with Dana ? Any reason I should leave a block of time open say Thursday ?",neutral
I could not do it .,sadness
You could not do it ? !,surprise
"Hey , relax I just need more time . We are going to dinner tonight .",neutral
What ? ! You are going out with her again !,surprise
Going out with who ?,neutral
"Uh , Dana Keystone from college .",neutral
Oh yeah ! Was not she uh,surprise
"No , that was Dana Caplin .",neutral
Joey ! You did not even know her !,surprise
Ah whatever !,anger
Great story again ! The yarns that you weave ! Woo ... hoo ... hoo !,joy
"You know uh , actually I ... I ... I should get going .",neutral
Oh no ... no ... no ! Stay ! Stay ! Because you ... you should you ... you ... you should stay !,fear
"Wow . Oh , I am really flattered , but I just I do not feel that way about you .",surprise
"Oh no ... no ... no , that is not ... No ... no ... no !",fear
"Well , not much has changed in the last five minutes .",neutral
Yes it has ! I made cookies !,joy
Oh that is all right . I am still full from your homemade potato chips .,neutral
But you should eat them now because they are hot from the oven .,joy
Okay .,neutral
"Oh ... ho ! But not in here ! Can not eat em in bed , remember ? No crumbies !",joy
"Okay , I will be out in a second .",neutral
Okay !,joy
What are you doing ?,neutral
That does not lock does it ?,neutral
"No ! No ! Phoebe , come on ! I do not want to switch ! Please come on ! I can throw wet paper towels here !",sadness
No but at Monica you can eat cookies over the sink !,neutral
I know . I am sorry .,sadness
All right fine ! This looks like so much fun .,sadness
Yeah .,neutral
"God , what a mess .",disgust
Wow !,surprise
It actually is in the handbook .,neutral
I can not date you or have a hot plate in my office .,neutral
I can not believe we have to stop seeing each other .,sadness
For what it is worth I did appreciate you standing up for me . It felt really nice . It kinda made me like you even more .,joy
"I know , I know I really like you too . But we ... we can not date . It is against the rules . It is forbidden .",neutral
Wow !,surprise
What ?,surprise
"Just hearing you describe it as forbidden , it is really hot .",joy
Really ?,surprise
Yeah .,joy
"Well I ... I ... I do not care how hot it is it is ... it is uh , it is wrong .",neutral
Stop it !,joy
No ! No ! It is wrong ! It is ... it is ... it is naughty . It is taboo .,neutral
Shut the book !,joy
Let also get a hot plate !,joy
Oh good .,joy
"Look , I ... Look , I am having a great time with you and I just do not want us to move to fast or put to much pressure on us .",fear
"So , I am sorry I just do not think we should go away together yet .",sadness
It is ... it is too soon .,sadness
"Ross , I think you misunderstood what I was saying . I just wanted to tell you that I am going to Florida for a couple weeks .",neutral
No . I think you misunderstood what I was saying .,surprise
You are so adorable .,joy
That ! Let talk about that .,neutral
"Rachel , we are sorry for pushing those guys on you .",sadness
Oh that is all right !,joy
"You know , I ended up having a really good time .",joy
"You know , the charity was a big success and they raised a lot of money and awareness .",joy
So what was it for anyway ?,neutral
I wanna say a disease .,neutral
Hey !,neutral
Hey !,surprise
I just got this really weird message from Ross . He said turn on MTV .,neutral
"Oh my God , look ! That is Elizabeth !",surprise
Oh ... oh Professor Geller .,neutral
"Ahh , to be 13 again .",neutral
"Oh come on guys , it is not like I moved to Europe ! I just moved across the hall ! And",sadness
Ahh ! Are not you dressed yet ?,surprise
Am I naked again ? !,surprise
We are supposed to meet my parents in 15 minutes .,neutral
"Yeah okay , I was just talking to the guys . Just look at them I mean , is it okay if they come visit ?",neutral
Wh ? ! What about my allergies ? !,surprise
"Oh right , your allergies . All her , she hates you .",neutral
I can not believe I did this ! What an idiot !,anger
"Oh , stop beating yourself up !",sadness
People make mistakes !,neutral
These things happen !,neutral
There are not any message you have forgotten to give me are there ?,neutral
Apparently you are not very good at it !,anger
"This is my father , Paul Stevens . Dad , this is Ross Geller .",neutral
It ... it is great to meet you Paul .,joy
I usually prefer Elizabeth boyfriends to address me as Mr . Stevens .,neutral
"Of course , of course , Mr . Stevens .",neutral
"So Ross , what your problem ?",disgust
Eh ... wh ... Excuse me ?,surprise
Why can not you get a girlfriend your own age ?,anger
That is funny . Umm ... It is not funny .,neutral
I don’t like you going out with my daughter Ross .,anger
Okay .,neutral
"I can , I can see that .",neutral
"Umm , but I think if you give me umm , one chance I can , I can change your mind .",fear
Okay .,neutral
What ?,neutral
Okay . I will give you one chance to change my mind . You got one minute .,neutral
Daddy !,surprise
"Apparently , there is like a million guys out there that can play Mac , and there is only this one robot and this one guy who controls it !",surprise
I did not know he could get me fired !,surprise
What am I going to do ?,fear
"Well you know Joey , you are a pretty charming guy .",joy
"Thanks , but I kinda have a problem to deal with here .",sadness
"No sweetie , you have got to win over the guy that controls C . H . E . E . S . E . ! You have got to kiss some serious robot ass !",joy
That is not a bad idea .,neutral
"Okay , but if I got to turn on the charm tomorrow I am not wasting anymore of it over here with you guys .",neutral
"Well , actually I got a little bit saved for you Pheebs .",joy
"So do you think uh , Joey more charming than me ?",surprise
Yeah ! That is why I am sleeping with him on the side .,anger
"Yeah , you wish .",disgust
""" You wish . """,neutral
"Morning ! Hey , how my favorite genius and my little robot buddy ? !",joy
Do not touch him !,anger
Okay !,surprise
All right .,neutral
"Umm , all right Wayne , level with me .",neutral
I ... I keep hearing all these rumors that I might get fired .,fear
"Okay , they even have actors coming in to read for my part !",fear
"Come on man , you ... you got to give me a second chance !",sadness
"I mean , I love ... I love this little guy !",joy
Ah ... ah ! !,surprise
"Okay , that is why you did not want me to touch him right ?",fear
Here you go !,neutral
Okay ?,neutral
Stupid !,anger
I can not believe it !,surprise
God !,anger
"Hey , how you doing ?",joy
"Oh well , it is not on TV yet .",neutral
"Well , then it is not on the wall yet .",neutral
"Okay , fine , I will bring you a tape , huh ?",neutral
"So umm , now do you have any of Matt Lauer clothes here ? Maybe ? Just ones that have not been cleaned yet ?",neutral
"Ohh , okay .",joy
"Oh my God , what a great surprise ! This is such a beautiful house .",joy
"Thank you , it is my mom . So this is the kitchen .",neutral
"You have reached Monica and Chandler , if you are listening to this message , we are probably screening . Yeah we are .",neutral
"Hi , this is Heldi from the Morgan Chase museum .",neutral
I am calling for Monica Geller .,neutral
"I want to let her know that there was a cancellation and if she is still interested in having the Bing ... Geller wedding at our facility , it is available",neutral
"This is Chandler Bing ! This is Chandler Bing ! Yes , the groom ... No ! Not the groom ! !",surprise
Why are you yelling ?,surprise
"Whoa , that Diet Coke I think just went straight to my head ! Woo !",surprise
"Hi , honey .",joy
See you later .,neutral
"What ? I ... I bought groceries , I was gonna make you dinner !",joy
Well next time ask ! Or at least wait for me to ask !,anger
"Hi , this is Heldi from the Morgan Chase museum . I am calling for Monica Geller .",neutral
Oh no !,fear
"I want to let her know that there was a cancellation and if she is still interested in having the Bing ... Geller wedding at our facility , it is available",neutral
"Oh please , he did not hear it ! He did not hear it ! !",fear
This is Chandler Bing ! This is Chandler Bing !,surprise
NOOOO ! ! ! ! ! ! ! !,anger
Okay .,neutral
When I was six years old .,neutral
Hm ... mm,neutral
I wanted a big wheel .,neutral
And instead my parents got me this little plastic chicken that you hop around on .,anger
"It was embarrassing , kids made fun of me .",sadness
That was a pretty tough year .,sadness
That is ... that is great !,joy
See ?,neutral
I already feel like I know you a little better !,joy
Thank you .,neutral
"Okay , come on .",neutral
Now we can go eat .,neutral
Let go .,neutral
It was horrible . They called me chicken boy .,sadness
Oh !,surprise
Yeah !,anger
"Anyway , I ... I still think we should try to patch things up , you know ?",neutral
"Like uh , maybe we could get him to get tickets to another Knicks game and invite him .",neutral
Oh wow that is a great idea ! And I still have his credit card .,joy
Here you go .,neutral
"Hey ... hey ... hey ... ho ... ho , I got this one .",joy
Here you go .,joy
"Chandler , I found the perfect ring .",joy
"Oh , that is uh , that is pretty nice but I am gonna go with the one I picked first .",neutral
"Oh my God Chandler , the one you picked is gone . It is over !",anger
What ?,surprise
Some guy bought it . I am sorry . I tired to stop it but they put me in jail !,sadness
They put you in jail ?,surprise
The little jail between the doors !,anger
"Phoebe , I asked you to guard the ring !",anger
"I know , I am sorry ! But you know , this ring is better ! Monica never even saw the other ring .",anger
Yeah but when he proposed to me with the ring I got goose bumps .,sadness
Maybe it was the guy .,neutral
It was the ring !,anger
"Yes , and it is my dying wish to have that ring .",neutral
"See , if I am not buried with that ring then my spirit is going to wander the nether world for all eternity",sadness
"Okay , that is enough honey !",neutral
I do not know . Let me see the ring .,sadness
"Great ! Okay , here .",joy
All right .,neutral
Thank you . Thank you . Thank you ! And,joy
Will you marry me ?,fear
It is the big night ! We wanted to wish you good luck !,joy
"Yeah , yeah you have the ring ?",neutral
"Yeah , right here in my pocket . Pheebs ?",joy
Oh ! Oop !,surprise
"Okay , now will you guys get out of here ? I want this is to be a surprise and she is gonna know .",fear
Yeah ... yeah you guys . Get out of here !,neutral
"Hey , guys .",joy
You are beautiful .,joy
"Oh , thank you ! What going on ?",joy
We are just really ... very excited about this charity event that we have to go to .,neutral
"Okay , okay , here she comes ! How do I look ? Do I look like a guy who does not want to get married ?",neutral
"Yeah ! And also , a little like a French guy . I never noticed that before .",surprise
Hi guys !,joy
Hey !,joy
What are you up too ?,neutral
"Oh , just hanging out , talkin about uh , websites .",neutral
"Yeah , we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you .",neutral
"Yeah , Big Brother .",neutral
Well that is a little crazy . Although I am you know glad to hear that you are branching out on what you look at on the Internet .,joy
"Yeah , well ... You know , it just got me thinking though , why would anybody ever want to get married huh ?",neutral
Why ? ! To celebrate your relationship ! To solidify your commitment ! To declare your love for one another to the world !,anger
Eh,neutral
Okay well that is good to know .,neutral
The Mr . Bowmont here ! ! !,joy
Hi !,joy
Richard !,joy
"Actually , I am not here to complement the chef .",neutral
"Ohh ... Oh , that is okay I hate when people come back to complement the chef .",neutral
Like I have nothing better to do !,disgust
So what up ?,neutral
"Well , it was great seeing you the other night .",joy
"Oh , good to see you too . Did you come down here to tell me that ?",joy
No ! I came here to tell you something else . I came here to tell you I still love you .,neutral
"Is not it incredible ? ! Monica and Chandler , gettin married .",joy
"I know , they are gonna be so happy together .",joy
"Ohh ... I mean two best friends falling in love , how often does that happen ?",joy
Not that often !,joy
No ! I am so happy for them !,joy
Me too ! So happy for them !,joy
"Oh no ! No God , definitely not jealous !",surprise
"I mean I am probably 98% happy , maybe 2% jealous . And I mean what 2% ? That is nothing .",neutral
Totally . I am like 90/10 .,neutral
Yeah me too .,neutral
"Hey uh , have you guys scene Chandler ?",neutral
"Wh ... no , but you know who did stop in here looking for you , Tennille .",neutral
"Monica face it , Chandler is against marriage . And ... and always will be !",neutral
Well there is some people who do want to marry me .,anger
There are ?,surprise
Yeah ! Richard !,anger
R ... R ... Richard said he wants to marry you ? ! And ... and Chandler tellin you how much he hates marriage ? !,surprise
That is right .,neutral
Chandler loves marriage ! !,surprise
You just told me that he hates marriage !,surprise
That ... that he is a ... a complex fellow who unlikely to take a wife !,anger
That ... that he is against marriage and always will be !,anger
You got that from what I said ? !,surprise
"Yeah , I understand .",neutral
Take as much time as you want .,neutral
"Ten , even twenty minutes if you need it .",neutral
I will be here .,neutral
Not smoking .,neutral
Sup ? Sup dude ?,neutral
"Take whatever you want , just please do not hurt me .",fear
"So you are playing a little Playstation , huh ? That’s whack ! Playstation is whack ! ‘Sup with the whack Playstation , ‘sup ? ! Huh ? Come on , am I 19 or what ? !",joy
"Yes , on a scale from 1 to 10 , 10 being the dumbest a person can look , you are definitely 19 .",disgust
"Come on man , really how old ? !",sadness
"Young ! You are a man ... child okay ? ! Now go get changed because everybody ready and please , oh please , keep my underwear !",disgust
Wow thanks !,joy
Joe ?,fear
Yeah !,neutral
"Uh , you have had a lot of sex right ?",neutral
"When ? Today ? Some , not a lot .",surprise
"Well , it is just the reason that I am asking is because I kind of eh , uh , I was unable to ... I mean I really wanted to , but I could not ...",sadness
"There huh ... hmm , there ... there was an incident .",sadness
"Do not worry about that man , that happens .",neutral
It is happened to you ?,surprise
Yeah ! Once .,neutral
"Well , what would you do ?",surprise
I did it anyway .,neutral
Would she ?,neutral
Would she ? You ate my candy bar !,anger
"I can not believe her , you know it is just ... it is so typical .",disgust
"Now Monica , I know you are upset , but do not forget .",neutral
"There is going to be a wedding , you are going to throw the bouquet , and then there’s going to be a honeymoon , maybe in Paris .",joy
Paris ?,surprise
We will take a moonlit walk on the Rue de la .,neutral
Keep talking .,joy
"Then we will sprinkle rose pedals on the bed and make love . Not just because it is romantic , but because I can !",neutral
I love you !,joy
"Phoebe , oh my God ! Wh ... wh ... what are you doing here ?",surprise
"I need to talk to you , it is pretty urgent . It is about Monica and Chandler .",neutral
Oh my God !,surprise
"Of course , of course .",neutral
"Umm , would you please excuse me for a moment ?",neutral
"Umm , do you know each other hometowns ?",neutral
Why do not you ... Wh ... what going on ?,fear
"Well , umm , not much .",neutral
"But , I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy , you know ?",neutral
"So , could I just move in with you for a couple days ?",neutral
"Umm , okay , yeah , sure . But wh ... what wrong with Monica and Chandler ?",fear
Nothing ... Why ?,neutral
"Phoebe , you said it was urgent !",anger
Oh yeah it is ! I am going to the movies and it starts in like five minutes .,neutral
Do you realize I have a classroom full of students ?,anger
"Oh , I am sorry . I am so rude . Does anyone want to come to the movies ?",neutral
And they knew about it ?,surprise
"Okay , well Ross , what is this really about ?",surprise
"Look , this is my home and I want to be able to come and go whenever I want !",anger
"Okay , I will find someplace else to do the rest of my appointments . I just do not know what the big deal is !",anger
"The big deal is I do not want naked , greasy strangers in my apartment when I want to kick back with a puzzle ... beer ! Cold beer .",disgust
"Hey Joey , what cha doing ?",neutral
Sweepin . Why ? Turn you on ?,neutral
No .,neutral
Huh . What if I was sweeping a chimney ?,neutral
"Joey , did you eat my face cream ?",neutral
Where are you going ? The vicar will not be home for hours .,joy
"Joey , where did you learn that word ?",surprise
"Where do you think , Zelda ?",neutral
You found my book ? !,surprise
Yeah I did !,joy
"Joey , what ... what are you doing going into my bedroom ? !",anger
"Okay , look I am sorry , I went in there to take a nap and I know I should not have , but you got porn !",anger
"Hey ... hey , you know what ? I don’t care ! I’m not ashamed of my book .",neutral
There is nothing wrong with a woman enjoying a little ... erotica .,neutral
"It is just a healthy expression of female sexuality , which by the way , you will never understand .",anger
You got porn !,joy
"So Chandler , your parents must have been thrilled when you told them you were engaged .",joy
"Oh yeah , I should probably call them .",neutral
I remember when we first got engaged .,joy
"Oh , I do not think I ever heard that story .",neutral
"Well , I would gotten Judy pregnant . I still do not know how that happened .",joy
You do not know how that happened ? ! Your dog thought my diaphragm was a chew toy !,anger
What a sweet story .,neutral
"Well , at least you are not hearing it for the first time at your fifth grade Halloween party .",neutral
What ? ! They wanted a scary story !,surprise
"Anyway , we are really excited about our wedding plans , and well I guess pretty soon we will be making a big withdrawal from the Monica wedding fund .",joy
What ?,surprise
"You tell her Jack , I can not do it .",fear
What happened ? You still have the Monica wedding fund do not you ?,surprise
"We have it . Only now , we call it the beach house .",neutral
I do not believe you spent my wedding fund on the beach house !,anger
"We are sorry honey , but we just assumed if you got married after you turned 30 you would pay for it yourself .",neutral
I can not believe this . Do you think that your parents could help pay for it ?,surprise
"I do not know , my mother spent most of her money on her fourth wedding .",sadness
She is saving the rest for her divorce .,sadness
And any extra cash my father has he saves for his yearly trips to ... Dollywood .,sadness
Well what happened at dinner ?,neutral
My parents spent the money for our wedding !,anger
My God ! What did you order ? !,surprise
"Wait , but there is no money ! Well this is terrible ! You guys are gonna have to get married in like a , rec . center !",sadness
"Honey , it is gonna be okay .",neutral
No ! No it is not ! It is not gonna be okay ! It sucks ! No swing band ! No lilies !,sadness
"No , you know what ?",neutral
It is gonna be okay .,neutral
I mean you do not have to have this rustic Italian feast .,neutral
You know ?,neutral
"And ... and you do not need , you do not need this custom ... made , empire ... waisted , duchess , satin gown . You can wear off the rack .",sadness
"You know Joey , I could teach you to sail if you want .",joy
You could ?,surprise
